Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of nership,Industry,Sector,Revenue,Competitors
"Data Analyst, Growth",$78K-$116K (Glassdoor est.),"About Clover:

Join the Fintech and SaaS revolution that is helping small businesses grow faster and get the technology and insights previously available only to the ""big guys."" At Clover, you will be part of an entrepreneurial team working in a fast-paced and high growth environment, with the benefits of a parent company, Fiserv, which is the largest payments processor and merchant acquirer worldwide.

Clover delivers the leading Point of Sale system with an elegant end-to-end solution that incorporates beautiful devices, cloud-based POS software, payments processing, platform API's for third-party developers, and an ecosystem with over 220 apps. The Clover platform delivers solutions in a scalable and modular fashion that powers tiny merchants through large football stadiums, supporting millions of transactions daily.

About the role:

The Growth team is looking for a Growth analyst to function as a go-to for all marketing and product related initiatives. We are looking for a detail-oriented problem solver who has a track record of conducting in-depth analyses for an executive audience. In addition, our ideal candidate will be passionate about systematically finding creative approaches to most effectively bridge the gap between data and decision makers.

Responsibilities:
Develop and automate marketing dashboards to help assess platform KPIs and smaller initiative metrics with a focus on continuous improvement provide insights at scale
Conduct in-depth analyses by using statistical techniques to uncover insights into the factors that drive website performance, including but not limited to: funnel/website optimization, and outbound channel analysis like SEO, SEM, and email
Work with a wide variety of stakeholders that span multiple departments and teams that include; Engineering, Marketing, Sales, Design, Web Development, & Operations
Lead efforts to improve data literacy and fluency by contributing to scripting development, technical documentation, and training teams to become self-sufficient in data exploration and analysis
Requirements:
3+ years of experience doing quantitative analysis
3+ years of experience working cross-departmentally between: product management, engineering, designs, and analytics
3+ years experience with digital marketing optimization or product optimization work
3+ years of manipulating data through various software / languages (SQL, Excel, Tableau) or other means
Industry experience providing analytical services to executive-level stakeholders of varying technical backgrounds
Knowledge of statistics (e.g., hypothesis testing, product experimentation, multivariate testing)
Working knowledge or experience in data collection, transformation, and storage from various sources including but not limited to: Salesforce, Eloqua, Intercom, Invoca, Google Analytics, Heap Analytics, etc.
Interest in learning new technologies.
Strong self-starter who can create and lead new projects from scratch with minimal guidance, oversight, or resources
Collaborative, team player who can thrive in a fast-paced environment with quickly changing requirements
Nice to have:
Masters degree in a quantitative discipline: computer science, applied mathematics, statistics, operations research, information systems, engineering, economics, social sciences, or equivalent
Hands-on experience building and iterating on self-serve, data visualization tools
Proficiency in Python (or at least one scripting language)",3.8,"Clover Network, Inc.
3.8","Sunnyvale, CA","Sunnyvale, CA",501 to 1000 employees,2010,Subsidiary or Business Segment,Financial Transaction Processing,Finance,$500 million to $1 billion (USD),"Square, Poynt, Verifone"
Data Analyst - Programmatic,$53K-$85K (Glassdoor est.),"The Programmatic Analytics and Strategy team at Zeta Global provide actionable insights to both external customers and internal teams. For external customers, analysts partner with Sales and Customer Success teams to monitor our optimization platform, design Real-time Brand Optimization surveys, introduce humanly designed segments to boost model exploration and learning, and deliver actionable insight presentations and lead marketing strategy discussions with clients. For internal teams, they provide feedback to our Product and Engineering teams on automation and model features to advance the reliability, reach, and effectiveness of programmatic campaigns.

What you’ll do:
Own campaign performance and reporting insights while recommending opportunities for optimization.
Weekly review of performance of models across revenue, performance, and pacing.
Design and implement tests to evaluate model and feature performance.
Work with clients to understand key business challenges and design analytic and testing plans to derive actionable intelligence.
Work with clients and internal teams to create real-time brand optimization studies that align with campaign goals, but also create strong, clear signals that our models can use to optimize campaign delivery and performance.
Consult with clients regarding development & alignment of marketing programs across on-line channels.
Determine set-up, including testing methodologies, reporting requirements, and optimization modeling requirements, for ensuring full impact and efficiency of optimization efforts.
Communicate campaign optimization results to clients to prove value against original business goals.
Who you are:
A great communicator who is able to convey complex technical features in simple terms.
Someone with an aptitude for media and strategy and able to contextually relay concepts to clients.
Able to multitask and prioritize among several high-profile clients.
Have a high degree of creativity, self-motivation, and drive.
Eagerness to work in a startup team environment that will be rapidly changing
Enthusiastic team player with a penchant for collaboration and knowledge sharing.
Willingness to do whatever it takes to get the job done.
Nerdy but loveable.
Data driven, technical, self-starting and curious.
What you need:
1-2 years of working experience in a similar role.
Extensive experience with SQL and Excel/pivot tables.
Excellent presentation/visualization/storytelling skills with PowerPoint.
Excellent diagnostic skills.
Technical acumen to understand how to design campaigns that optimize the use of our tech platform.
Professional oral and written communication skills.
Client facing experience.
Bachelors degree preferred in Business, Finance, Economics, Statistics, Marketing or equivalent experience.
Bonus if you have:
Experience in a digital media analytics role
Experience with VBA/Excel Macros, Tableau, Python, SAS or other data manipulation tools a plus.
#LI-GM1

Company Summary

Zeta is a data-driven marketing technology innovator whose SaaS-based marketing cloud helps 500+ Fortune 1000 and Middle Market brands acquire, retain and grow customer relationships through actionable data, advanced analytics and machine learning.

Founded by David A. Steinberg and John Sculley (former CEO of Apple and Pepsi-Cola) in 2007, the company's highly-rated ZetaHub technology platform has been recognized in Gartner's Magic Quadrant for Digital Marketing Hubs (February 2017) and in its Magic Quadrant for Multichannel Campaign Management (April 2017), competing with offerings from Oracle, IBM, Salesforce and Adobe.

Operating on four continents with 1,300+ employees, the company is headquartered in New York City, with Centers of Excellence in Silicon Valley, Boston, London, and Hyderabad, India.

Zeta Global is an Equal Opportunity/Affirmative Action employer and does not discriminate on the basis of race, gender, ancestry, color, religion, sex, age, marital status, sexual orientation, gender identity, national origin, medical condition, disability, veteran’s status, or any other basis protected by law.

Recent News

Zeta Global Recognized by The Relevancy Group as Industry Leader for the 4th Consecutive Year

Zeta Global is Recognized as a Visionary by Gartner for the First Time",3.4,"Zeta Global
3.4","San Francisco, CA","New York, NY",1001 to 5000 employees,2007,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),-1
Data Analyst,-1,"Flow Kana is the first sustainable, sungrown cannabis company to embrace the small, independent farm ecosystem. We partner with, and give scale to, craft farmers in Northern California and values-aligned brands who honor beyond-organic farming practices. We offer a wide range of processing, co-packing, white label, and distribution services to a growing list of partners including brands, dispensaries, distributors, and manufacturers, who all share our values and vision of building a better supply chain for our industry.

Through a values-driven approach and a regulated market, we’re breaking down prohibition stigmas to show the important role that cannabis plays in treating countless common medical conditions. We’re building an agricultural model that empowers small, independent farmers, that can be replicated worldwide, supporting Flow Kana’s vision: to become the world’s largest provider of sungrown, organic cannabis products. If this gets you excited too, come work with us!


What you'll do
Work closely with organizational stakeholders to develop data insights, analytics and dashboards that bring visibility and actionable insights for all parts of Flow Kana’s business
Write SQL using PostgreSQL Database and LookML for our Business Intelligence tool, Looker
Identify and capture important data reporting parameters
Create and evolve improved data models to help drive our data and analytics platform
Help determine and develop new ways to deliver value from our vast and dynamic data assets
What you'll need
Experience writing SQL queries and building dashboards reflecting relevant business data
Keen business sense to help evaluate critical data points from minor data points
Experience with business analytics reporting
The ability to adapt and work in a fast-paced start-up environment
Solid experience with PostgresQL and Looker
Experience as a Database Administrator (DBA) a plus
Other attributes
Work onsite in Oakland a minimum 4 days a week (we currently support remote work every Tuesday)
Be resourceful, reliable and contribute in a positive and constructive manner
Excellent problem-solving skills
An open mind and superb work ethic
Maintains high ethical standards and a positive, professional demeanor
What we offer
Competitive pay
Health benefits
PTO & paid holidays
401k
Snacks & drinks
Dog friendly offices
Monthly CSA box


Why Flow Kana?

You've probably heard cannabis will be a $40+ billion industry as early as 2020. While it is no doubt there is enormous market potential, more importantly, the Flow Kana team sees an incredible opportunity to shape the future of the entire industry. We have a team of over 200 employees across our 6 locations and are doubling in size in 2019!

Our network of independent farmers are true stewards of the land and have spent their lives balancing a unique, harmonious relationship between the farm, the genetics and the terroir using only organic methods. The result is an unparalleled product that simply cannot be found anywhere else. We believe that everyone should know who grows their cannabis — including where and how it’s grown.

Our values as a company are simple — we are pioneers of positive impact, and value respect, humility, and grit above all else.

Pioneering spirit — We are all professional leaders in our communities seeking continuous improvement in the growth of the cannabis industry with adaptability, initiative, determination, and commitment.
Positive Impact — We are socially and environmentally conscious, community oriented, and focused on identifying the highest impact we can have for the greater good.
Respect — We honor and respect the plant, each other, the heritage of the farmers and producers and the journeys that have brought each one of us together.
Humility — We approach all of our interactions with our team, customers and stakeholders with our authentic selves and an ego-less confidence that seeks to with integrity, collaborate, add value and strengthen the Flow Kana brand from the heart.
Grit — We are tenacious and always hungry. We never settle and conquer all challenges in front of us. We are resilient and operate with great integrity. We all are destigmatizing the perceptions of the cannabis community through transparent, professional, best in class performance.

Flow Kana provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws.",3.7,"Flow Kana
3.7","Oakland, CA","San Francisco, CA",51 to 200 employees,-1,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Analyst,$63K-$100K (Glassdoor est.),"*Must have 4 years of corporate experience.
As a Data Analyst, you will be the analytical data partner for our game studios. You will work closely with Game Designers & Product Managers to transform subjective discussions about product into concise analytic questions that deliver actionable answers. You will take a leadership role in managing studio relationships, mentoring junior analysts & shaping the evolution of our analytics infrastructure. This is a high visibility role that will have a direct impact on the success of some of our biggest titles.

Responsibilities:

For this role, we are looking for someone with strong business/product acumen & technical foundation.
Work with game teams to measure and optimize performance of titles in beta and after worldwide launch.
Using state of the art big data tools such as Hive, Presto and Redshift, to sift through billions of rows of data to answer challenging business questions.
Help design and analyze AB and multivariate experiments.
Using Tableau to build dashboards that allow game teams to self serve custom data for their titles.
Collaborate with game team to define telemetry of titles.
Continuously learn new technologies that advance analytic function at Glu

Requirements:

Bachelors/Masters Degree in Computer Science, Economics, Mathematics, Statistics, Business Administration, Marketing or related field.
4+ years experience as analyst (after internship experience), data scientist, or related quantitative role.
High proficiency with SQL, especially in distributed environments (Hive/Presto).
Comfortable in UNIX, Python.
Understanding of statistical analysis and familiarity with core statistical functions.
Excellent presentation and communication skills.
Passion for aggressively finding opportunity in data.

Preferred Skills:

Passion for gaming.
Experience with Hadoop, HP Vertica, and other big data technologies.
Experience with modern programming languages (e.g. python, javascript)
Experience with statistical packages such as R or SAS.
Predictive analytics or machine learning experience.
https://i.imgur.com/4k9wIxl.jpg",3.9,"Glu Mobile
3.9","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2001,Company - Public,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Zynga, KIXEYE, Kabam"
Data Analyst,-1,"About Us

We launched our flagship product, an Add-to-Calendar button, in 2014 with the mission to take calendar beyond just work by connecting people with meaningful experiences: sporting events, concerts, Broadway shows, yoga classes, whatever floats your boat.

For most of us, our calendar is how we stay organized: it's mobile and ensures you're ready and on time for life's most important events. Calendar apps are the second-most used only behind email but that's mostly as a utility product. Chances are your calendar is just like ours - packed to the brim with all the things you need to do. But what about making time for the things you want to do? That's where we come in. What if you could find all of life's fun experiences inside your calendar?

A big part of fulfilling this vision is working with event creators of all sizes to give them powerful tools to share their events with their communities. You probably first heard about Stanza by subscribing to a popular event creator's schedule.

We now have thousands of event creators, millions of fans subscribed to their calendars, and have helped sell tens of millions of dollars worth of tickets. Today everyone from NFL teams, local colleges, grassroots political organizations and churches are on Stanza. Building easy-to-use tools to help these creators keep their communities in the know is a driving force of our company culture. Want to come be a part of our journey? Learn more here.

Stanza is backed by top tier venture investors and is headquartered in San Francisco.

As part of our Data team you'll have the opportunity to …….
Measure and optimize how our event creators and end users interact with our products
Make an immediate impact on how our sales and account management teams grow and manage their client relationships
Work with product and engineering to ensure data has a voice in all product decisions made going forward
Learn and impact the details of our Product roadmap
Key Job Responsibilities:
Day-to-day data analysis & pipeline management tasks that support our existing user base
Exploratory projects focused on driving more value for our users & event creators through recommendation algorithms
Opportunity present work & findings at client meetings
Craft quarterly data review presentations with product / engineering to showcase learnings & next steps
About you:
Bachelor's degree in Computer Science, Statistics, Data Science, Mathematics or related fields
2-4 years of industry experience in Data Science/Engineering
Solid understanding of SQL, database management, and best practices
Required: Python/R, ETL scripts in Python/JavaScript
Experience with Redshift, S3, Postgres, MongoDB and Data Visualization tools (e.g. Periscope Data, Tableau, Looker)
Experience with end to end project ownership and communicating with stakeholders
Work well both independently and cross-functionally
Passionate about making data central to the company
Knowledge of machine learning tools and concepts are a plus
Bonus points for experience with tools and technologies like Airflow, Git, Docker, TensorFlow, SageMaker, Neo4j
**We are interested in every qualified candidate who is eligible to work in the United States. However, we are only able to sponsor TN visas.",3.2,"Stanza
3.2","San Francisco, CA","San Francisco, CA",1 to 50 employees,2012,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
"Data Analyst, Business Development",-1,"Ready to take your career to the next level?
Kenshoos Business Development Team is hiring!

About the Position
Kenshoo is looking for the best and the brightest to join our rapidly growing team. We're proud of our industry-leading digital marketing software but we're even prouder of the people behind it. Our Corporate and Business development team develops strategic partnerships with Google, Microsoft, Facebook, Amazon, Apple, Pinterest, Snapchat, Verizon, and more. Reporting to the VP, Corporate and Business Development (BD), the BD business analyst will be responsible for partnering with the BD leads across Kenshoos business units including Search, Social, E-Commerce, and Apps, developing sophisticated business and KPI dashboards, analysis of strategic partner growth opportunities, and ultimately becoming a key advisor to BD leadership. This position requires an understanding of the online advertising ecosystem and key publishers across social, search, apps, and ecommerce. The BD business analyst will collaborate closely with BD, marketing, product, as well as strategic partners (Microsoft, Google, Facebook, etc). This is a great opportunity to drive value across the largest global strategic partners and most sophisticated global brands.

Position based in San Francisco

Core Responsibilities:
Understand Kenshoos corporate and business development strategy, product roadmap, supporting key partnerships with data insights, analysis, and cadence of analytics deliverables.
Develop a deep understanding of our strategic partners business strategy, growth strategy, and KPIs.
Partner with partnership leads, sales operations, and business intelligence teams in developing sophisticated partner performance dashboards and adhoc analysis against internal/external KPIs, trends, advertising performance metrics.
Support partnership leads in measurment of joint business plans and shared partner goals.
Collaborate with partner management leads on performing partner and client level analysis, identifying opportunities to drive incremental revenue. Create a POV based on the data analysis that is understandable and actionable.
Support the partnership team in global partner quarterly business reviews, working with partnership leads to develop strategy and narrative.
Exceed strategic partner expectations by responsiveness, adaptability, and providing insights and partner growth opportunities.
Support the broader Corporate and Business development team.



Requirements:
Required Skills / Attributes
Strong understanding of the digital advertising industry.
Excellent verbal and written communication skills including ability to distill data into concise insights, business KPIs, and communication materials tailored to the audience.
Strong execution skills and ability to deliver against competing priorities under deadlines.
Strong collaboration skills to facilitate sharing of insights and best practices across Kenshoos business units, Search, Social, E-commerce, Apps.
Flexibility to maintain focus through change and thrive amid ambiguity.
Self-starter who can work independently and manage confidentiality.
Proven track record of exceptional performance, high productivity and meeting deadlines.
Global perspective.
Strong Excel Skills (VLOOKUP, SUMIFS, Pivot Tables). Tableau experience preferred.
Strong analytical and problem solving capabilities
SQL capabilities - experience querying data from relational DB engines.
Work / Education Experience:
BS/BA preferably in a field relevant to analytics (finance, business, engineering, information systems, math, science)
2+ years working as a business analyst, consulting/business analytics roles OR account manager in a sales, client support, or online media buyer role.
2+ years industry experience in the online advertising industry
Experience working for a top internet company OR advertiser in an analytics, business analytics, or business intelligence role a strong plus.
Some travel required.

Equal Employment Opportunity:
Kenshoo, Inc. is an equal opportunity employer. We strongly encourage and seek applications from women, people of color, and bilingual and bicultural individuals, as well as members of the lesbian, gay, bisexual, and transgender communities. Applicants shall not be discriminated against because of race, religion, sex, national origin, ethnicity, age, disability, political affiliation, sexual orientation, gender identity, color, marital status, or medical condition including acquired immune deficiency syndrome (AIDS) and AIDS-related conditions. Also pursuant to the San Francisco Fair Chance Ordinance, we encourage and will consider for employment qualified applicants with arrest and conviction records.

Applicants with Disabilities:
Reasonable accommodation will be made so that qualified disabled applicants may participate in the application process. Please advise in writing of special needs at the time of application.


Region:
USA",4.0,"Kenshoo
4.0","San Francisco, CA","Tel Aviv-Yafo, Israel",501 to 1000 employees,2006,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Marin Software, Adobe, DoubleClick"
Business Intelligence Data Analyst,$57K-$92K (Glassdoor est.),"ABOUT US
Healthline.com is the fastest growing health information brand, the 2nd largest health site in the US (per comScore) and reaches over 200 million people a month globally. The business is high growth and solidly profitable, employing ~300 people in San Francisco, New York and the UK. We are a purpose-driven organization with a vision to create a stronger, healthier world.

Healthline is a certified Great Place to Work and has been named to the Top 5 in Ad Age's Best Places to Work in 2019. Check out these links to learn more about what it's like to work at Healthline Media.
GPTW review / Top 5 in Ad Age's Best Places to Work / LinkedIn

LOCATION
San Francisco

ABOUT THE TEAM
Business Intelligence is a newly formed team at Healthline, with a goal to increase data quality and drive insights for the company. We aim to be the source of truth for key business data, and provide guidance for analytics company-wide. We work closely with Product, Data Engineering, and various operational teams to plow through mountains of data and surface valuable information that helps drive better business decisions. We influence data infrastructure decisions (what table to build, what the schema should look like?), product direction (what should we measure? How should we test if a product change is successful?), and operational decisions.

ABOUT THE ROLE
As a BI analyst, you will be an ambassador of data and will have visible impact across the organization. In particular, you will work with new user platforms that we recently implemented (DMP, CDP), dive deep into customer journey, and identify drivers for monetization. You will also guide and train other teams about tools and insights.
YOUR IMPACT
Own and analyze our data stack on user journey
Build and QA reporting systems, processes, dashboards and performance metrics that support key business decisions.
Communicate results and business impacts of insight initiatives to stakeholders within and outside of the company.
Be the Point of Contact for new audience tools that we are implementing
Guide and help other teams in using the tools that you manage
REQUIREMENTS
2+ years of working experience in an analyst/quantitative role
Advanced analytics skill: statistical modeling
Experience with writing scripts to automate tasks with Python/R/AppScripts etc.
Experience writing SQL in BigQuery syntax and environment
Attention to details
Familiarity with tools to debug tagging issues
Familiarity with Supermetrics and other reporting automation tools
WE ARE EXCITED ABOUT YOU BECAUSE
Strong SQL skills (JOIN multiple data sets, use subqueries, pull data out of nested records)
Deep understanding of analytical concepts: hypothesis development, designing tests/experiments, analyzing data, drawing conclusions, and developing actionable recommendations for business units.
Strong ability to plan and manage numerous processes and projects simultaneously.
Excellent communication, especially with different teams with varying technical abilities
Fluency with spreadsheet tools such as Excel, Google Sheets
Fluency with data visualization tools such as Tableau, Data Studio
Bachelor’s Degree
Why You’ll Love Working at Healthline
You’ll hear us talk a lot about culture and mindset at Healthline - because we know our people, and how we work together, drive our success and differentiate the impact we have on the world. These are some of the things that are important to us:
We own our holistic health and are committed to joyful, healthful lives
We listen, commit to inclusion, and work to empathize with our co-workers and with everyone in pursuit of health and well-being
We take accountability for our work and our team’s results
Continuous improvement in our work and our ability to realize our vision requires passion for innovation, a willingness to fail, and the discipline to measure
New ideas and different perspectives make us better allies for each person who turns to Healthline
Also, we’ve got cozy canine companions in the SF office. Pooches make Healthline HQ fun!
Our smart, experienced leadership team wants to do it right and is open to new ideas
We offer competitive compensation packages, one day/week remote option and comprehensive health benefits


Does this sound like it was written for you? Excellent! Please apply and let’s explore this together.

Healthline Media is committed to a policy of Equal Employment Opportunity and will not discriminate on any legally recognized basis, including but not limited to race, color, religion, sex, sex stereotyping, pregnancy (which includes pregnancy, childbirth, and medical conditions related to pregnancy, childbirth, or breastfeeding), gender, gender identity, gender expression, national origin, age, mental or physical disability, ancestry, medical condition, marital status, military or veteran status, citizenship status, sexual orientation, genetic information, or any other status protected by applicable law. We also provide reasonable accommodations to qualified individuals with disabilities in accordance with the Americans with Disabilities Act as amended and applicable state and local law. No person shall be excluded from participation in, be denied the benefits of, or be subjected to discrimination on the basis of these factors. If you require an accommodation in the application process, please advise your recruiter.",3.2,"Healthline Media
3.2","San Francisco, CA","San Francisco, CA",201 to 500 employees,2006,Company - Private,News Outlet,Media,$50 to $100 million (USD),"WebMD Health, Everyday Health Group, Mayo Clinic"
Healthcare Data Analyst,-1,"Your role at Vim as a Data Analyst:

Vim is building a value-driven platform for aligning incentives and connecting patients with the best providers for their needs. We curate virtual networks of top providers, guide patients to our network through online booking, and empower providers to make the best decisions for their patients at the time of a referral.

We have unique access to health insurance and electronic health record data. Our goal is to use our unique access to this information to help our members and their providers improve the health of the populations we serve. You will be part of the team responsible to organize and transform this data into actionable insights that will help Vim members and providers.

What you will do:
Create dashboards and reports that measure KPIs for enterprise customers and partners on Vim's progress and results.
Partner with account executives to respond to data needs and process external reporting requests.
Collaborate with our engineering team to ingest, analyze, map, and document various data sets and troubleshoot data integrity and data quality issues.
Write data request requirements and use cases to justify acquisition of highly sensitive data from our large enterprise health plan clients.
Work with internal and external teams on data transfer processes such as SFTP and APIs.
Create data visualizations for purposes of explaining data.
Train internal teams to utilize and navigate our dashboards and visualization tools for easy access.
Constantly look for improvements in tools, data sources, data quality, and analytic techniques.
Develop an expertise in healthcare and population health!
What we are looking for:
3+ years of quantitative professional experience with healthcare data.
Bachelor's degree or above in quantitative or engineering fields (Statistics, Economics, Mathematics, Health/Medical Informatics, Computer Science, or similar).
Expertise in SQL, Python/R, and experienced with data visualization tools.
Experience identifying data and executing complex data queries using multiple relational databases and data sources.
Ability to craft narratives from data.
Effectively partner, collaborate, and communicate with technical and non-technical colleagues in various business functions at all levels.
Work independently in an unstructured environment.
Willingness to do whatever is needed: we are a lean team.
Experience at a high-growth startup is a plus.
Nice to have, but certainly not necessary:
Claims and EMR data.
Value-based care knowledge.
About us: We are headquartered in San Francisco, with R&D in Tel Aviv, and are backed by Sequoia, GreatPoint Ventures, Optum Ventures, and large BCBS payers. Our customers include health plans and physician-led healthcare systems.

By inputting your information and clicking ""Submit Application"", you acknowledge that you have read and agree to Vim's Candidate Privacy Notice.",4.2,"Vim
4.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2015,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1
Senior BI Data Analyst,-1,"Mission
To develop analytic models and tools that will enable Creator to forecast and act on insights across marketing, internal/external customer, and real estate data sets.

About Creator
We have a vision to create the most human-centered dining experience. We do this by solving hard problems across a variety of disciplines, allowing each team member and our restaurant guests to fulfill their abilities to create. The Senior BI Data Scientist/Analyst plays a key role in helping various internal teams overcome obstacles on our path to the most human-centered dining experience.

About You
You are a problem solver. It doesn’t matter what the problem is, you’re curious and can obtain, manage and tame the data you need to identify key issues and accurately forecast results.
You’re experienced in getting answers with machine learning and statistics.

You know not only know how to use the tools of your trade (Python, R, MySQL, Tableau, etc.) but you can also create end-user tools that transform data into actionable insights for front line decision makers every day.

You are a learner, and if you don’t already have a grasp of the core issues for our data analytics needs, you can rapidly and meaningfully understand the special issues related to marketing, customer analytics and real estate site selection. Though subject matter expertise is a plus, we are hiring for skills and ability.
You will:
Maximize the use of production data from inside and outside the company for real estate and marketing functions.
Enable marketing to execute campaigns effectively through analytics and reporting tools that you build.
Develop and oversee all customer-related reports and dashboards
Employ publicly available customer segmentation data
Perform A/B tests
Perform analysis for customer acquisition and retention
Perform all pre and post campaign analytics
Define and measure the factors that make for successful site selection
Build the tools that enable the real estate department to select high-value sites
Perform all pre and post site selection analytics
Use the latest traffic data collection tools
Outcomes:
Predictive models for future locations and customer behaviors
Quarterly customer insights to be used as the basis for initiatives in Culinary and Marketing efforts
A predictive revenue model for the Real Estate site selection
In house user tools and training
Requirements:
Customer analytics background
Ability to travel 10-20% of the time
R or Python, MySQL, etc.
Preferred:
Masters in Data Science, Analytics, Statistics or Business Intelligence
Consulting background",4.2,"Creator
4.2","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Food & Beverage Manufacturing,Manufacturing,Less than $1 million (USD),-1
Mortgage Risk Data Analyst - Remote Option,$64K-$100K (Glassdoor est.),"POSITION OVERVIEW:

The Risk Data Analyst is responsible for gathering, optimizing, interpreting and presenting operational and cost data to the Risk Analytics Manager for reporting to senior management, investors and regulators. Leveraging their depth of mortgage-specific knowledge, the Risk Data Analyst will prepare and deliver prescriptive analytics that will enhance the quality of loans originated and purchased by CMG.

The Risk Data Analyst is extremely proficient in understanding mortgage loan data and standard industry processes for a full-scale mortgage banking company. A firm understanding of short and long-term risk related to mortgages is necessary, including how those risks evolve throughout the life of the loan – from origination through servicing.

ESSENTIAL DUTIES and RESPONSIBILITIES, includes the following responsibilities, but not limited to:
Manually scrub data from various Operational and Risk departments for senior management and investor reporting.
Apply current federal laws and regulatory requirements governing mortgage, including TILA, RESPA, TRID, ECOA, GLBA, QM/ATR during analysis.
Apply knowledge of investor and governmental agency guidelines (FNMA, FHLMC, FHA, VA, RHS) to categorization and analysis of operational deficiencies.
Coordinate with stakeholders in various departments throughout the organization to obtain policies and procedures that govern individual areas, utilizing risk data to identify operational weaknesses.
Utilize prescriptive analytics to make recommendations for improvement to operational processes.
Prepare RMLA data for Mortgage Call Report submission for all lines of business on a quarterly basis.
Key Departmental Focus:
Quality Control, Compliance, Information Technology, Operations (Processing, Underwriting, Closing), Internal and External Audit, Vendor Management, Servicing, Representations and Warranties, Insuring.

PREFERRED QUALIFICATIONS AND EXPERIENCE:
Minimum 7 years’ experience in the mortgage industry (origination, servicing, insurance) with at least 2 of those years in a risk-related capacity. Underwriting experience is preferred (front-end or forensic).
Mortgage-specific loan origination system experience (prefer experience with DataTrac, Byte Pro, FNMA Loan Quality Connect).
SharePoint, XML and SQL experience is preferred.
Minimum 5 years’ experience utilizing Microsoft Excel in a professional setting (solid intermediate-level experience required).
Must be comfortable task-switching and re-prioritizing workload to meet deadlines.
Ability to work remotely in a paperless environment while adhering to strict privacy rules and regulations (necessary equipment will be provided).
Extraordinary attention to detail.",3.3,"CMG Financial
3.3","San Ramon, CA","San Ramon, CA",1001 to 5000 employees,1993,Company - Private,Lending,Finance,Unknown / Non-Applicable,"New Residential Investment Corp., Quicken Loans, Movement Mortgage"
