Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of nership,Industry,Sector,Revenue,Competitors,hourly,Employer Provided Salary,min salary,max salary,avg salary,company name text,job city location,same_city,age,python y/n,tableau y/n,excel y/n,aws y/n,spark y/n,hadoop y/n,SQL y/n,BI y/n,job_simp,seniority,desc_len,num_comp
Business Analyst,$59K-$90K (Glassdoor est.),"TITLE: Business Analyst(Inventory Management system) / Inventory Strategy Analyst
SFO,CA
Mission Bay Campus

GENERAL SUMMARY: The Inventory Management Product Management group designs, creates, implements and supports merchandise planning, allocation and price optimization capabilities that enable Gap Inc. to manage business and maximize profitability throughout the product lifecycle. Projects are designed to create sustainable competitive advantages that generate significant financial return and enhance the customer experience. The Inventory Strategy Analyst will work within the Product Management team to drive the business support of capabilities for new initiatives and the optimization of existing Inventory Management systems within client. The Analyst will be the primary support for an inventory management and merchandising decision support system and business process. This person will partner cross-brand and with Gap Inc teams to resolve issues with the system and identify opportunities for improvement in support of business end users.
What you get to do:
Serve as the primary contact for user support issues; manage day to day process, issue prioritization, trouble shooting and communication of status and resolution to impacted parties and key stakeholders
Partner with project, product management and technical teams as needed to align on approach to drive issue resolution
Responsible for providing research, analysis, and support for identifying, evaluating, and resolving Inventory Management process and system opportunities
Own and manage small projects or parts of larger initiatives, including identification of key issues, work planning, analysis, development of conclusions, and presentation of findings
Provide user acceptance testing at a feature level and present new features to users in both a 1:1 and group setting
Build relationships with project teams, product managers and business and technology partners to champion the needs of the business and drive continuous service improvement Skills and Competencies:
Proven track-record as a team member contributing to success of business initiatives or priorities, (i.e. - meeting customer needs, achieving business objectives, delivering great, quality service)
Demonstrated ability to work independently and manage time effectively to drive for results
Demonstrated analysis and problem solving skills; detail-orientation; excellent follow through
Learns on the fly; able to assume larger scope and more visible or complex projects over time
Effectively communicate results from research and analysis both verbally and in writing to business and other key stakeholders demonstrating command of all facts
Demonstrated ability to juggle and respond to competing priorities with input from supervisor; able to successfully operate in areas of uncertainty and ambiguity
Develop business and product knowledge – deep understanding of how the product works and how the business uses it every day to understand business impact of issues, and prioritize and solve problems
Build relationships and develop expertise through partnering & collaboration with business and technology experts
Present a calm demeanor and attentive listening to understand customer perspectives and needs and communicate to business partners using positive language skills Seek and apply feedback to improve performance; take initiative to develop self & others Qualifications & Job Requirements:
2-4 year work experience required
BA/BS required
Excellent customer service and communication skills
Marketplace experience in an apparel retail environment (stores and/or online) or supply chain / merchandising / inventory management industry preferred",4.3,"Sumeru Solutions
4.3","San Francisco, CA","Washington, DC",201 to 500 employees,2003,Nonprofit Organization,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,59,90,74.5,Sumeru Solutions,San Francisco,0,18,0,0,1,0,0,0,0,1,analyst,na,3708,1
Business Analyst,$75K-$121K (Glassdoor est.),"Minimum qualifications:
Bachelor's degree or equivalent practical experience.
3 years of experience in business analysis, consulting, investment banking, private equity, corporate strategy, and/or project management in a technology/media company.
Experience manipulating data sets using SQL or other programming/scripting languages.
Preferred qualifications:
Master's degree in engineering, business, or other quantitative field.
Experiences identifying opportunities for business improvement and defining/measuring the success of those initiatives.
Experience with datasets, constructing data analysis in order to answer business questions, and working with large and multiple datasets/data warehouses.
Passion and understanding of media and entertainment business models, with an informed perspective on the future of content distribution.
Ability to translate analysis results into business recommendations, and excellent written and verbal communication skills.
Excellent business judgment.
About the job


The Business Strategy & Operations organization provides business critical insights using analytics, ensures cross functional alignment of goals and execution, and helps teams drive strategic partnerships and new initiatives forward. We stay focused on aligning the highest-level company priorities with effective day-to-day operations, and help evolve early stage ideas into future-growth initiatives.

On the Media and Entertainment Strategy Operations team, we are building the best media/entertainment experience for everyone. As a cross-functional Google team, we drive the strategy and vision for teams.

Google’s Global Partnerships team powers extraordinary user experiences through partnerships that solve users’ needs, advance our partners’ goals, and further Google’s mission. Our team provides meaningful solutions — from helping publishers and developers grow their businesses through monetization solutions, to helping our long-term partners anticipate and navigate change in a way that delivers economic and reputational value. We build and distribute products through partnerships across a multitude of product areas, including Ads, Search & Assistant, Geo, Platforms & Ecosystems, Devices & Services, Health, Retail, Payments, Next Billion Users, and more. We collaborate across Google, ensuring a coordinated approach when engaging with our most complex and strategic partners.
Responsibilities
Lead analysis for Media and Entertainment (M&E) business and content strategy initiatives.
Partner with Media and Entertainment cross-functional stakeholders to conduct data analysis to make business and strategy recommendations.
Work with cross-functional teams who create data pipelines to ensure proper dimensions and metrics.
Act as a thought partner of insights and metrics for various business stakeholders across Platforms and Ecosystems product area.
Partner with cross-functional teams to define tools, features, processes, and resources needed for the M&E partners to succeed.

At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",4.4,"Google
4.4","Mountain View, CA","Mountain View, CA",10000+ employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),"Microsoft, Apple, Facebook",0,0,75,121,98.0,Google,Mountain View,1,23,0,0,1,0,0,0,1,1,analyst,na,3754,3
Business Analyst,$55K-$88K (Glassdoor est.),"DoorDash is looking for an experienced Business Analyst to help improve across its large and growing Support Operations organization. If you're a current consulting or banking associate wanting to solve important problems at a rocket-ship growth startup, let's talk!
You will report to DoorDash's Head of Support Analytics and is based in San Francisco, CA.


What you'll do
Use zero-defect analysis to identify opportunities for and then implement operational improvements across DoorDash's globally distributed Support Ops team
Develop operational metrics to measure and performance manage teams within Support Operations, including Global Operations, Program Management and Customer Experience
Grow strategic analyses to Identify opportunities for new Product and Engineering projects
Collaborate with other teams across the company to measure the impact of cross-functional projects and processes
About you
You are a strong business thinker, able to use 'first principles' to solve challenging problems at their root level
You are data-driven, able to analyze data with strong attention to detail and accuracy, and passionate about telling the story behind the numbers
You are a self-motivated, rapid learner, excited about developing your analytical and problem-solving skills
You are results-oriented, always evaluating whether our team's activities are achieving the desired, measurable impact
You are an owner, always looking for opportunities to learn and better your work product
You are comfortable in a fast-paced, constantly changing team-oriented environment and able to manage multiple deadlines simultaneously
Qualifications
BA/BS degree in quantitative or business fields, or equivalent work experience
2+ years of work experience in data analytics, management consulting, or other quantitative role
Analytical mindset with demonstrated ability to work through complex, ambiguous problems using data.
Strong business analytical skills with experience in scripting languages or data analysis tools such as SQL, R, and Microsoft Excel. Advanced proficiency in SQL and data visualization tools a plus.
Interview Process
SQL analytics assignment (takes 1-2 hours)
Zoom video case study
Onsite Interview in San Francisco
About us

DoorDash's Support Operations team manages our complex, global logistics operations in real-time and ensuring when the unexpected happens, someone's always there to make things right for our customers.

Founded in 2013, DoorDash is a San Francisco-based technology company passionate about transforming local businesses and dedicated to enabling new ways of working, earning, and living. Today, DoorDash connects customers with their favorite local and national businesses in more than 1,000 cities across the United States and Canada. By building intelligent, last-mile delivery technology for local cities, DoorDash aims to connect people with the things they care about — one dash at a time.",4.0,"DoorDash
4.0","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,55,88,71.5,DoorDash,San Francisco,1,8,0,0,1,0,0,0,1,1,analyst,na,2937,1
Business Analyst,$38K-$61K (Glassdoor est.),"Summary

This role is the face of analytics at Timbuk2 and provides the crucial link between the sales and operations departments by providing reporting and analysis. This individual will be passionate about data and champion data driven decisions. The role will require understanding of our business process and systems. The role will also provide critical sales systems and automation support.

What youll be doing in this role
Administer Timbuk2 reporting platform and key reports
Evaluate and improve existing BI systems
Create visualizations and reports for requested projects
Inform sales and operations about trends and issues critical to business performance
Identify data pipeline problems and suggest a course of action
Project manage data requests from from outside departments with the BI team
Develop and update technical documentation
Maintain data integrity within all connected systems
Build technical toolkit to assist in maintaining and growing our ecosystem
Keep pulse of industry news and trends
What youll need to rock this role
2+ years experience in equivalent field
Background in retail data analysis and reporting, industry experience is a plus
Experience with business intelligence tool(s) (e.g Tableau, Looker, Power BI)
Strong understanding of SQL a plus
Understanding of object oriented programming languages for scripting
Well versed in Excel and/or Google Sheets
Effectively communicate with line of business managers and developers
BS/BA in Business, Economics, Statistics, Mathematics, Data Management or a related field
About Timbuk2

Timbuk2 was born in a San Francisco garage and raised on the backs of hard-working bike messengers. Since 1989, weve manufactured good-looking, tough-as-hell bags in our San Francisco factory. Timbuk2 bags outlast jobs, relationships and sadly, even some pets. We work hard, play hard and always always say yes to adventure. Read more about our history here https://www.timbuk2.com/pages/about-us",3.0,"Timbuk2
3.0","San Francisco, CA","San Francisco, CA",51 to 200 employees,-1,Company - Private,Consumer Products Manufacturing,Manufacturing,$10 to $25 million (USD),-1,0,0,38,61,49.5,Timbuk2,San Francisco,1,-1,0,1,1,0,0,0,1,1,analyst,na,1965,1
Business Analyst,$58K-$95K (Glassdoor est.),"Job Title: Business Analyst
Location: San Francisco, CA
Duration: Contract

Essential Skills:
The associate should have experience in below area.
PM with Technical writing, Creating reports, documents, templates, Manual document, Project Plan,
Role Description:
Project Management- Co-ordination with KP internal team
Co-ordination with Application support team to get required data for DR strategy project
Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",3.9,"Diverse Lynx
3.9","San Francisco, CA","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),-1,0,0,58,95,76.5,Diverse Lynx,San Francisco,0,19,0,0,0,0,0,0,0,1,analyst,na,815,1
Business Analyst,$85K-$129K (Glassdoor est.),"Firewood Marketing is looking for a rock-star Technical Business Analyst to drive initiatives for a large tech company in the Peninsula. The ideal candidate is comfortable acting as a liaison between the client and technical teams, has experience leading requirements gathering sessions, and has created business and technical requirements documents.

In this position, you will work with the client and technical teams (developers, QA, and project managers) throughout the lifecycle of the implementation process to architect technical solutions to business problems. You are passionate about solving complex business problems and are able to build strong relationships with stakeholders to become a trusted technology and business advisor.

Responsibilities:
Work with internal and external stakeholders for requirements gathering as well as to understand the current business processes
Identify areas of improvement in business process and how technology can help support them
Draw out key business insights and provide actionable recommendations
Work collaboratively to provide analysis that will support ongoing efforts and key initiatives
Develop and articulate options for technical solutions that consider user experience, scalability, security, and privacy
Document business and functional requirements
Ensure that the end product meets the original specifications and the business goals
Qualifications:

BA/BS in Computer Science, Information Systems, Business, Engineering, or equivalent
3-5 years experience designing and implementing technical solutions
Assertive, intellectually curious and continuously driving towards excellence
Experience with Google Analytics, BI tool, and/or SQL
Knowledge of database concepts
Ability to discover and highlight potential technical or business process risks
Strong sense of urgency and commitment, seeks to drive efficiency through process improvement and focus on core deliverables
Proficient in Excel or Google Sheets
Experience working with both Agile and Waterfall methodologies and an ability to know when to draw from each in order to successfully solidify and deliver requirements
Excellent written communication and presentation skills
Agency Experience",4.2,"Firewood Marketing
4.2","San Francisco, CA","San Francisco, CA",201 to 500 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,85,129,107.0,Firewood Marketing,San Francisco,1,11,0,0,1,0,0,0,1,1,analyst,na,2213,1
HR/Business Analyst - PCMB,$66K-$101K (Glassdoor est.),"At UCSF Health, our mission of innovative patient care, advanced technology and pioneering research is redefining what’s possible for the patients we serve – a promise we share with the professionals who make up our team.

Ranked by U.S. News & World Report as seventh in the country – UCSF Health is committed to providing the most rewarding work experience while delivering the best care available anywhere. In an environment that allows for continuous learning and opportunities for professional growth, UCSF Health offers the ideal atmosphere in which to best use your skills and talents.
Job Summary
This position supports the Cancer Services leadership team in central administration with human resource, purchasing, and other business functions.

Cancer Services has over 100 cost centers, over 700 FTE and is at multiple campus and satellite locations.

Working in partnership and in support of the Managers of Administration, this position maintains a broad level of understanding of cancer center operations and key software systems and serves as a resource to staff and management.

Utilizing strong project management skills and the ability to succeed in an environment with shifting priorities and changing deadlines, this position manages and supports special projects that contribute to the improvement of operations tied to staff and provider engagement. Excellent analytical skills, in-depth knowledge of computer systems, and adherence to customer service standards are essential in this job.

High emotional intelligence and an ability to work with different personality styles is essential.
Required Qualifications
Bachelor's Degree in related area and / or equivalent experience / training
Solid communication and interpersonal skills to communicate effectively with all levels of staff verbally and in writing
Solid organizational skills and ability to multi-task with demanding timeframes
Ability to use discretion and maintain confidentiality
Ability to manage projects and work at varying levels of completion with strong communication along the way with stakeholders and clients
Ability to use sound judgment in responding to issues and concerns
The flexibility to orient and work at all UCSF Medical Center locations
Preferred Qualifications
Previous experience working in human resources
Working knowledge of common organization-specific and other computer application programs
Licensure/Certification
N/A
Living Pride Standards
Service Excellence
Demonstrates service excellence by following the Everyday PRIDE Guide with the UCSF Medical Center standards and expectations for communication and behavior. These standards and expectations convey specific behavior associated with the Medical Center’s values: Professionalism, Respect, Integrity, Diversity and Excellence, and provide guidance on how we communicate with patients, visitors, faculty, staff, and students, virtually everyone, every day and with every encounter. These standards include, but are not limited to: personal appearance, acknowledging and greeting all patients and families, introductions using AIDET, managing up, service recovery, managing delays and expectations, phone standards, electronic communication, team work, cultural sensitivity and competency.
Uses effective communication skills with patients and staff; demonstrates proper telephone techniques and etiquette; acts as an escort to any patient or family member needing directions; shows sensitivity to differences of culture; demonstrates a positive and supportive manner in which patients / families/ colleagues perceive interactions as positive and supportive. Exhibits team work skills to positively acknowledge and recognize other colleagues, and uses personal experiences to model and teach Living PRIDE standards.
Exhibits tact and professionalism in difficult situations according to PRIDE Values and Practices
Demonstrates an understanding of and adheres to privacy, confidentiality, and security policies and procedures related to Protected Health Information (PHI) or other sensitive and personal information.
Demonstrates an understanding of and adheres to safety and infection control policies and procedures.
Assumes accountability for improving quality metrics associated with department/unit and meeting organizational/departmental targets.
Work Environment
Keeps working areas neat, orderly and clutter-free, including the hallways. Adheres to cleaning processes and puts things back where they belong. Removes and reports broken equipment and furniture.
Picks up and disposes of any litter found throughout entire facility.
Posts flyers and posters in designated areas only; does not post on walls, doors or windows.
Knows where the Environment of Care Manual is kept in department; corrects or reports unsafe conditions to the appropriate departments.
Protects the physical environment and equipment from damage and theft.
The flexibility to orient and work at all UCSF Medical Center locations is required.
Equal Employment Opportunity
The University of California San Francisco is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information. Further information about the University of California, San Francisco, is available at diversity.ucsf.edu. UCSF seeks candidates whose skills, and personal and professional experience, have prepared them to contribute to our commitment to diversity and excellence, and the communities we serve.",4.0,"UCSF Medical Center
4.0","San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",0,0,66,101,83.5,UCSF Medical Center,San Francisco,1,114,0,0,1,0,0,0,0,1,analyst,na,5646,7
Business Intelligence Analyst,$68K-$92K (Glassdoor est.),"We are looking for a proven Business Intelligence Analyst to join our BI Team. The Business Intelligence Analyst will be responsible for the design, implementation & support of our data systems. You will be working closely with business users, the data infrastructure team, and data analysts to support the ongoing development of enterprise-wide BI platform. You'll be designing and implementing architecture, tools, and processes needed to provide ""single source of truth"" reports to support data-driven decision making.


The ideal candidate will be a skilled developer who is passionate about business intelligence, comfortable working in an agile environment and embraces the opportunity to connect with customers to define and shape our solutions.

What you'll do
Lead requirements gathering sessions, analyze requirements, design and develop analytical projects working together with users finding the best possible solution to a given business problem
Contribute to data aggregation strategy for reporting, dashboards, and self-service analytics
Build relationships with key business partners
Build highly customized reports and develop creative solutions to apply business logic
Document new and existing models, solutions, and implementations.
Ensure that collected data is within required quality standards
Train and assist users to transform data into action-oriented information and to use that information
Architect Tableau projects from end to end; Lead root cause analysis efforts for operational Tableau issues; resolve them independently or with other team members
Support business users answering complex business questions via Tableau and using ad-hoc SQL queries
About you
Ability to lead your projects - identifying user requirements to writing ETL scripts to aggregate the data to craft dashboards/reports
5-7 years of experience as a data analyst/developer
2-4 years of experience in Tableau reporting platform.
Advanced SQL skills and experience writing complex queries
Advanced data visualization skills, show the ability to tell stories and make dashboards actionable
Performance tuning and troubleshooting experience
Understanding of Tableau solution infrastructure and knowledge
Experience working directly with business users to build reports, dashboards and solving business questions with data
BS/BA, in Computer Science area, MS in Computer Science is a plus
Experience with marketplaces, logistics, or economics is a plus
About us

Founded in 2013, DoorDash is a San Francisco-based technology company passionate about transforming local businesses and dedicated to enabling new ways of working, earning, and living. Today, DoorDash connects customers with their favorite local and national restaurants in more than 1,000 cities across the United States and Canada. By building intelligent, last-mile delivery technology for local cities, DoorDash aims to connect people with the things they care about — one dash at a time.",4.0,"DoorDash
4.0","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2013,Company - Private,Express Delivery Services,Transportation & Logistics,Unknown / Non-Applicable,-1,0,0,68,92,80.0,DoorDash,San Francisco,1,8,0,1,0,0,0,0,1,1,analyst,na,2957,1
Sr. Business Intelligence Analyst,$95K-$129K (Glassdoor est.),"About Pantheon

Pantheon is the only WebOps platform built from the ground up for agility. We help our customers win, where digital experience starts and matters most - their websites. We empower teams of developers, marketers, and IT professionals to focus on delivering business results while Pantheon handles uptime, performance, scalability and security. We are the fastest growing Drupal and WordPress platform in the world, powering over 200,000 sites and serving billions of pages every month. Happy customers include some of the most recognized names in high tech, higher education and NGO, such as Patch, Apigee, UC Berkeley, Arizona State University, and the United Nations.

With 35% of the web running open source, we are growing aggressively into a huge market opportunity and looking to expand our product team. That's where you come in.

The Role

As a Senior Business Intelligence Analyst, you will make an immediate impact as a founding member of this team. You will help transform Pantheon into a data driven company by bringing your advanced analytics experience to the organization. You will partner closely with stakeholders across all departments to understand their business challenges, develop hypotheses, and improve decision making with data driven thinking.

Pantheon's core values are Trust, Teamwork, Passion, and Customers First. At Pantheon, we value individuality, humor, and balance. We're enthusiastic participants in several open-source communities and have real relationships with many of our most active customers. If all of this sounds interesting to you, read on!

Cool Stuff You'll Do
Be a strategic voice in the development of transformative insights about our business drivers and customer base
Work with leaders across the entire organization to provide critical intelligence that drives business changing decisions
Build all-new prescriptive and predictive models using our analytics suite by asking smart questions and leveraging your analytical experience and SQL skills to provide answers
Empower business users to make better and more impactful, data-driven decisions by coaching and mentoring their collective understanding and usage of BI tools.
Interface with the data engineering and product team to enhance the business intelligence and analytics experience of team members across the company.
What You Bring To The Table
5+ years experience in business intelligence, insights, data analytics or related roles with hands-on experience working in BI and data visualization tools (e.g. Looker, Tableau, Data Studio)
Proven experience building relationships and managing stakeholder data and analytics requirements
Effective ability to directly translate EDW data into answers for business stakeholders and work with data engineers to enhance the EDW data set
Advanced SQL skills applied on relational databases such as MySQL, PostGres, and BigQuery.
Capacity to work successfully in a fast-paced, start­up environment
BA/BS degree
Bonus Points For
Experience in Python
LookML development experience in Looker
What We Offer
Fantastic work environment powered by an amazing team
Unlimited vacation
Dog-friendly office (HQ)
Maternity and paternity leave
Monthly gym and book allowance
Fun at WordPress and Drupal community events
Fully loaded kitchen and daily catered lunches (HQ, NY, MN)
Discounts on custom bicycles (the founders of Pantheon also founded Mission Bicycle)
Fast Facts
Pantheon recently closed its Series D funding ($40m) <link>
Pantheon is one of America's Best Workplaces of 2018 <link>
Pantheon earns Top 10 Ranking in ""Best Software Awards"" by G2 Crowd <link>
Pantheon actively sponsors programs like the Grace Hopper Celebration (GHC 19) <link>
Pantheon is an equal opportunity/affirmative action employer and we welcome applications from all backgrounds regardless of race, color, religion, sex, national origin, ancestry, age, marital status, sexual orientation, gender identity, veteran status, disability, or any other classification protected by law.",4.4,"Pantheon
4.4","San Francisco, CA","San Francisco, CA",51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,0,0,95,129,112.0,Pantheon,San Francisco,1,11,1,1,0,0,0,0,1,1,analyst,senior,4025,1
Business Intelligence Analyst,$95K-$127K (Glassdoor est.),"At UCSF Health, our mission of innovative patient care, advanced technology and pioneering research is redefining what’s possible for the patients we serve – a promise we share with the professionals who make up our team.

Ranked by U.S. News & World Report as seventh in the country – UCSF Health is committed to providing the most rewarding work experience while delivering the best care available anywhere. In an environment that allows for continuous learning and opportunities for professional growth, UCSF Health offers the ideal atmosphere in which to best use your skills and talents.
Department Description
UCSF Health brings clinical and research service capabilities into a unified structure and single operating unit, achieving strategic, operational and financial alignment between the School of Medicine, Medical Group, and the Medical Center, as well as provider affiliates.

Its structure streamlines decision making, strengthens the ability to act with one voice, and ensures accountability at every point to execute collectively agreed upon commitment to excellence and efficiency.

UCSF Health’s 2020 vision is to provide innovative, high-quality, cost-competitive clinical services, and deliver an unparalleled patient experience across the entire care continuum.
Job Summary
The Value Improvement program was initiated to identify and deliver process improvements and efficiency savings. The Business Intelligence Analyst brings deep analytic skills to bear on largely unexplored or misunderstood financial and operational data to develop insights on where and how to focus organizational or departmental improvement efforts.

The analyst uses advanced knowledge of financial and clinical systems and industry practices to turn generalized opportunities into specific tactics to support operational efficiencies and strategic planning, and advises operational leaders and their teams on how to connect cost (and related savings) to the work performed. Analyst will work to develop strong linkages between input costs, improvement work and return on investment (ROI). Analyst will be a critical part of a team that may consist of physicians and other healthcare providers, and department leaders or process owners within IT, finance, and operations.

Responsibilities will include gathering data and producing highly complex and unique analyses / investigations of performance, utilization, clinical programs, market trends, and financial analyses in support of due diligence, billing and collection of revenue, and tracking of performance. Analyzes, evaluates and troubleshoots highly complex schedules and data for data errors and problems, designing, testing and applying advanced functional solutions.

The analyst is responsible for reporting and accountability of performance initiatives. Ensures details comply with finance policies and procedures. Gathers data and information from the managerial financial reporting system, the EPSi budget advisor system, and other applications to integrate overall financial performance at a cost center, division and other hierarchical levels. Provides for the measurement and benchmarking of business operations in relation to best business practices for the healthcare industry and internal business objectives, developing and presenting quantitative business cases to operational leaders and their teams.

Develops and maintains key relationships with organizational functional areas to meet the organization’s needs for effective system-wide financial ad hoc analyses. Applies extensive knowledge of industry practices in healthcare decision support and advanced professional concepts to substantial projects, typically at high degrees of complexity.

The successful candidate will work closely with physicians, leadership, medical center and faculty practice finance teams, decision support professionals, department managers, and outside consultants. The candidate must be able to thrive and succeed in a changing environment, and not be hindered by ambiguity or competing priorities.

An ability to take sparse information and successfully break down projects, initiatives and strategic priorities is expected. Maturity, high judgment, negotiation.
Required Qualifications
Five to seven years of healthcare decision support or financial analysis experience
Bachelor’s degree in Finance or related field with or equivalent combination of education and experience
Ability to independently gather relevant data from stakeholder groups, perform statistical analyses, and organize into models that support budgeting and forecasting
In-depth understanding of decision support systems, with knowledge of business statistics, quantitative methods, relational databases, business development scorecards, data modeling, and performance and profitability analysis
In-depth knowledge of issues and aspects of clinical finance, planning, financial data management, budget development and business development; proficiency in utilizing the tools to produce comprehensive, studies and actionable intelligence
In-depth ability to work with senior staff and managers across departments, serving as a technical leader and information resource in decision support, and providing recommendations and advice on decision support processes, business and financial issues
Advanced organizational and project management skills, and ability to lead a team, prioritize tasks, and see projects through from inception to completion on schedule
Advanced interpersonal skills, with the ability to lead projects and teams and collaborate productively on highly-complex projects with key personnel at all professional and technical levels
Advanced written and verbal communications skills, with the ability to interpret and convey highly sophisticated technical and financial information in a clear, concise manner, and to make cogent presentations of analyses, reports, and investigation results
Advanced problem-solving skills analytical ability, and in-depth knowledge of documentation and reporting, with the ability to run highly complex queries and studies, to collect and analyze financial and performance data, and to produce relevant, meaningful reports, analyses, and forecasts
Experience performing complex data analysis and transformation utilizing various iterations of SQL with tools such as Excel, MS-Access, MS SQL, or SAS
Understanding of variation and able to apply statistical tools to large data sets to uncover anomalies
Skills in project management and process re-design / re-engineering
Demonstrated ability to achieve results I a virtual and matrixed team environment
Self-motivated, results-oriented, demonstrating strong initiative
Ability to work under time constraints, meeting deadlines and schedule
Flexible and have a positive attitude and a sense of humor is highly desirable
The flexibility to orient and work at all UCSF Medical Center locations
Preferred Qualifications
Master’s degree in statistics, public health, or related field
Experience working with patient financial data in an acute hospital setting. Exposure to analysis at both the summary and detail level
Experience using EPSi or another hospital decision support software application is desirable, as is having worked in an EPIC health records environment
Experience with health care facility cost accounting and/or billing systems with a high-level understanding of where they do and do not integrate well with medical records
Experience at an academic medical center
Experience with commonly-used healthcare data sources (e.g., UHC’s CDB/RM or ODB/Action OI databases, Sg2, etc.)
Licensure/Certification
N/A
Living Pride Standards
Service Excellence
Demonstrates service excellence by following the Everyday PRIDE Guide with the UCSF Medical Center standards and expectations for communication and behavior. These standards and expectations convey specific behavior associated with the Medical Center’s values: Professionalism, Respect, Integrity, Diversity and Excellence, and provide guidance on how we communicate with patients, visitors, faculty, staff, and students, virtually everyone, every day and with every encounter. These standards include, but are not limited to: personal appearance, acknowledging and greeting all patients and families, introductions using AIDET, managing up, service recovery, managing delays and expectations, phone standards, electronic communication, team work, cultural sensitivity and competency.
Uses effective communication skills with patients and staff; demonstrates proper telephone techniques and etiquette; acts as an escort to any patient or family member needing directions; shows sensitivity to differences of culture; demonstrates a positive and supportive manner in which patients / families/ colleagues perceive interactions as positive and supportive. Exhibits team work skills to positively acknowledge and recognize other colleagues, and uses personal experiences to model and teach Living PRIDE standards.
Exhibits tact and professionalism in difficult situations according to PRIDE Values and Practices
Demonstrates an understanding of and adheres to privacy, confidentiality, and security policies and procedures related to Protected Health Information (PHI) or other sensitive and personal information.
Demonstrates an understanding of and adheres to safety and infection control policies and procedures.
Assumes accountability for improving quality metrics associated with department/unit and meeting organizational/departmental targets.
Work Environment
Keeps working areas neat, orderly and clutter-free, including the hallways. Adheres to cleaning processes and puts things back where they belong. Removes and reports broken equipment and furniture.
Picks up and disposes of any litter found throughout entire facility.
Posts flyers and posters in designated areas only; does not post on walls, doors or windows.
Knows where the Environment of Care Manual is kept in department; corrects or reports unsafe conditions to the appropriate departments.
Protects the physical environment and equipment from damage and theft.
The flexibility to orient and work at all UCSF Medical Center locations is required.
Equal Employment Opportunity
The University of California San Francisco is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, age, protected veteran or disabled status, or genetic information. Further information about the University of California, San Francisco, is available at diversity.ucsf.edu. UCSF seeks candidates whose skills, and personal and professional experience, have prepared them to contribute to our commitment to diversity and excellence, and the communities we serve.",4.0,"UCSF Medical Center
4.0","San Francisco, CA","San Francisco, CA",10000+ employees,1907,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),"Stanford Health Care, Dignity Health, Sutter Health",0,0,95,127,111.0,UCSF Medical Center,San Francisco,1,114,0,0,1,0,0,0,1,1,analyst,na,10860,7
